x	y	Cell_class	Neuron_cluster_ID	z	bregma
2050x-549	2050.052225	-548.5815345	Inhibitory	I-15	PV	-0.19
2074x-536	2073.930841	-536.3718547	Inhibitory	I-15	PV	-0.19
2071x-593	2071.29058	-593.3337493	Inhibitory	I-12	PV	-0.19
2089x-515	2089.015361	-515.485695	Inhibitory	I-15	MPN	-0.19
2093x-485	2092.633107	-485.4679854	Inhibitory	I-15	MPN	-0.19
2137x-649	2136.94387	-649.3989923	Inhibitory	I-10	MPA	-0.19
2029x-555	2028.534116	-555.2740376	Endothelial 3		PV	-0.19
2035x-551	2035.151478	-550.952837	Endothelial 1		PV	-0.19
2070x-486	2070.343609	-485.9576907	Inhibitory	I-12	PV	-0.19
2082x-494	2081.86976	-494.2961539	Inhibitory	I-15	PV	-0.19
1950x-538	1949.764756	-538.2877471	Ependymal		V3	-0.19
1954x-494	1953.81892	-494.2929698	Ependymal		V3	-0.19
1968x-558	1968.309155	-557.7986054	Ependymal		V3	-0.19
1984x-527	1984.279634	-526.7505449	Inhibitory	I-15	PV	-0.19
1991x-589	1991.380437	-588.8457907	Inhibitory	I-15	PV	-0.19
1994x-579	1993.59001	-579.1414106	Inhibitory	I-15	PV	-0.19
1997x-564	1996.711357	-563.7540651	Inhibitory	I-16	PV	-0.19
2013x-624	2012.993987	-624.0198883	Astrocyte		PV	-0.19
2042x-531	2042.266273	-530.6626031	Inhibitory	I-15	PV	-0.19
2061x-647	2061.330252	-647.4158217	Astrocyte		PV	-0.19
2068x-657	2067.878546	-657.1950656	Inhibitory	I-15	PV	-0.19
2088x-657	2088.431402	-657.3526068	Inhibitory	I-15	PV	-0.19
1952x-394	1952.067343	-393.6182778	Inhibitory	I-16	PV	-0.19
1954x-355	1953.744187	-354.9254772	OD Immature 1		PV	-0.19
1952x-316	1951.914123	-316.1168775	Inhibitory	I-15	PV	-0.19
1959x-341	1958.560693	-340.5541191	Inhibitory	I-15	PV	-0.19
1957x-377	1956.949933	-377.4761198	Inhibitory	I-15	PV	-0.19
1963x-457	1962.533754	-456.6494423	Ependymal		V3	-0.19
1964x-447	1963.991771	-446.7571884	Ependymal		V3	-0.19
1964x-429	1963.571112	-429.417284	Inhibitory	I-15	V3	-0.19
1977x-367	1976.657029	-366.9454803	Ependymal		V3	-0.19
1978x-350	1978.126379	-349.8007691	Ependymal		V3	-0.19
1980x-393	1980.174366	-393.2943923	Ependymal		V3	-0.19
1979x-398	1978.943828	-397.6439856	Ependymal		V3	-0.19
1983x-465	1982.518472	-465.4874375	Ependymal		V3	-0.19
1984x-322	1984.349805	-321.7665291	Ependymal		V3	-0.19
1985x-436	1985.460082	-435.6295101	Ependymal		V3	-0.19
1988x-443	1987.555328	-443.1912621	Ependymal		V3	-0.19
1987x-328	1987.124253	-327.8117501	Ependymal		V3	-0.19
1987x-294	1986.74659	-293.823946	Ependymal		V3	-0.19
1988x-427	1987.944984	-427.1443488	Ependymal		V3	-0.19
1990x-285	1989.906236	-284.8466452	Ependymal		V3	-0.19
1991x-366	1991.049985	-366.1209111	Ependymal		V3	-0.19
1992x-400	1991.853473	-400.4869276	Ependymal		V3	-0.19
1991x-414	1991.158623	-413.5589063	Ependymal		V3	-0.19
1993x-421	1993.184827	-421.1008182	Ependymal		V3	-0.19
1996x-349	1996.061046	-349.4975794	Ependymal		V3	-0.19
2002x-321	2002.00965	-321.0926151	Ependymal		V3	-0.19
2003x-306	2003.48364	-306.0214751	Ependymal		V3	-0.19
2006x-299	2005.998806	-298.7671072	Ependymal		V3	-0.19
2005x-431	2005.103845	-430.5355639	Endothelial 3		PV	-0.19
2011x-307	2010.910754	-307.3018961	Ependymal		V3	-0.19
2010x-396	2010.196435	-396.442513	Inhibitory	I-15	PV	-0.19
2024x-413	2023.567825	-413.4699933	Inhibitory	I-7	PV	-0.19
2023x-380	2022.690834	-379.7798251	Endothelial 1		PV	-0.19
2025x-330	2025.460683	-330.2380794	Inhibitory	I-15	PV	-0.19
2028x-455	2028.452724	-454.6835113	Endothelial 1		PV	-0.19
2031x-384	2031.212201	-384.2566447	Inhibitory	I-15	PV	-0.19
2033x-437	2033.345811	-436.8762987	Inhibitory	I-16	PV	-0.19
2031x-323	2031.243844	-323.0466892	Inhibitory	I-15	PV	-0.19
2047x-378	2047.015543	-378.1149676	Excitatory	E-8	PV	-0.19
2048x-315	2047.603469	-315.147435	Inhibitory	I-16	PV	-0.19
2054x-336	2053.571739	-336.487712	Excitatory	E-17	PV	-0.19
2054x-404	2054.489866	-404.2921481	Excitatory	E-8	PV	-0.19
2060x-386	2059.546438	-386.1193968	Inhibitory	I-15	PV	-0.19
2060x-304	2060.234763	-303.8055463	Inhibitory	I-15	PV	-0.19
2061x-324	2061.271447	-324.4684717	Excitatory	E-8	PV	-0.19
2067x-364	2066.903555	-363.9954286	Inhibitory	I-15	PV	-0.19
2064x-436	2063.712019	-436.3635489	Excitatory	E-23	PV	-0.19
2076x-402	2076.009001	-401.5889222	Inhibitory	I-15	PV	-0.19
2077x-307	2077.472052	-306.9940604	Inhibitory	I-15	PV	-0.19
2080x-371	2079.754125	-370.581185	Inhibitory	I-15	PV	-0.19
2078x-329	2077.941342	-328.7048117	Inhibitory	I-14	PV	-0.19
2083x-417	2082.879639	-416.5281715	Inhibitory	I-15	PV	-0.19
2082x-385	2082.155193	-384.5253942	Excitatory	E-8	PV	-0.19
2084x-396	2084.465163	-396.4920757	Inhibitory	I-15	PV	-0.19
2085x-315	2084.847836	-315.4312702	Inhibitory	I-15	PV	-0.19
2087x-342	2086.87301	-341.8087879	Inhibitory	I-15	PV	-0.19
2086x-284	2085.991584	-284.1578802	Inhibitory	I-15	PV	-0.19
2086x-408	2086.151294	-408.3376859	Inhibitory	I-15	PV	-0.19
2098x-354	2097.905754	-354.2050642	Inhibitory	I-15	PV	-0.19
2099x-451	2098.743897	-450.9794897	Excitatory	E-8	MPN	-0.19
2111x-380	2110.7589	-379.8911717	Excitatory	E-17	MPN	-0.19
2112x-366	2112.158122	-365.6833006	Inhibitory	I-7	MPN	-0.19
2111x-397	2110.931199	-396.5495164	Inhibitory	I-15	MPN	-0.19
2113x-299	2112.698056	-299.289622	OD Immature 1		MPN	-0.19
2117x-425	2117.420606	-424.9647892	Inhibitory	I-16	MPN	-0.19
2124x-462	2124.109482	-461.6016789	Inhibitory	I-15	MPN	-0.19
2131x-377	2130.88198	-376.8535619	Excitatory	E-15	MPN	-0.19
2132x-312	2131.537964	-312.4579624	Inhibitory	I-7	MPN	-0.19
2134x-408	2134.44073	-407.8897275	Endothelial 2		MPN	-0.19
1991x-384	1991.151767	-383.8083178	Ependymal		V3	-0.19
1992x-375	1991.951721	-374.5151055	Ependymal		V3	-0.19
1997x-338	1997.287417	-338.2023915	Ependymal		V3	-0.19
2000x-333	1999.715075	-332.6133257	Ependymal		V3	-0.19
2037x-354	2037.41768	-353.6776939	Inhibitory	I-16	PV	-0.19
2039x-340	2039.394839	-339.7950295	Inhibitory	I-16	PV	-0.19
2040x-291	2039.616772	-291.3561379	Inhibitory	I-15	PV	-0.19
2048x-428	2047.538865	-427.5296601	Excitatory	E-18	PV	-0.19
2047x-442	2046.718571	-442.0758027	Inhibitory	I-15	PV	-0.19
2070x-292	2069.827727	-291.7779727	Excitatory	E-17	PV	-0.19
2080x-361	2080.00551	-361.4869378	Inhibitory	I-15	PV	-0.19
2087x-433	2086.687996	-432.9667712	Inhibitory	I-15	PV	-0.19
1957x-320	1957.353151	-320.0490473	Inhibitory	I-15	PV	-0.19
1961x-406	1960.833879	-406.2623663	Endothelial 1		PV	-0.19
1970x-383	1970.284537	-382.6490855	Inhibitory	I-15	V3	-0.19
1980x-341	1979.887497	-341.0129375	Ependymal		V3	-0.19
1983x-453	1982.755101	-452.9243585	Ependymal		V3	-0.19
2013x-354	2012.721419	-354.0427602	Astrocyte		PV	-0.19
2038x-464	2037.876221	-464.0710367	Inhibitory	I-15	PV	-0.19
2055x-464	2054.611168	-463.6863302	Endothelial 1		PV	-0.19
2066x-454	2065.959307	-454.426314	Inhibitory	I-15	PV	-0.19
2079x-375	2079.463605	-375.1361022	Excitatory	E-17	PV	-0.19
2114x-403	2114.348609	-402.7023946	Excitatory	E-17	MPN	-0.19
2115x-454	2115.499021	-454.0057929	Inhibitory	I-15	MPN	-0.19
2133x-296	2132.910709	-295.9405317	Inhibitory	I-16	MPN	-0.19
2035x-282	2035.426949	-281.7056639	Inhibitory	I-16	PV	-0.19
2059x-426	2058.635815	-426.4756602	Inhibitory	I-15	PV	-0.19
2012x-411	2011.512186	-410.9248592	Inhibitory	I-15	PV	-0.19
2064x-309	2064.255532	-308.949973	Inhibitory	I-15	PV	-0.19
2100x-426	2099.519834	-426.2692549	Inhibitory	I-15	PV	-0.19
2126x-426	2126.262604	-425.7879923	Inhibitory	I-15	MPN	-0.19
2004x-420	2003.746004	-420.4226409	Astrocyte		PV	-0.19
1949x-251	1949.424324	-251.4056004	Inhibitory	I-16	PV	-0.19
1951x-208	1950.836941	-208.1225319	Endothelial 2		PV	-0.19
1952x-81	1952.327899	-80.90201862	Excitatory	E-18	PVH	-0.19
1961x-237	1961.135714	-236.6103484	Inhibitory	I-15	PV	-0.19
1962x-157	1962.323282	-156.6721507	Excitatory	E-19	PV	-0.19
1964x-107	1964.321412	-106.5355524	Inhibitory	I-15	PV	-0.19
1964x-140	1964.257077	-140.4658964	Astrocyte		PV	-0.19
1968x-256	1968.066902	-255.8134915	Inhibitory	I-21	PV	-0.19
1974x-174	1973.952662	-174.1647846	Excitatory	E-18	PV	-0.19
1974x-124	1973.839102	-124.4623264	Inhibitory	I-15	PV	-0.19
1974x-190	1974.48387	-190.404145	Inhibitory	I-15	PV	-0.19
1976x-244	1976.324335	-244.1382938	Inhibitory	I-15	PV	-0.19
1979x-154	1978.963646	-154.2931288	Inhibitory	I-15	PV	-0.19
1992x-253	1992.080745	-253.0199757	Ependymal		V3	-0.19
1993x-264	1992.636881	-263.5646384	Ependymal		V3	-0.19
1994x-210	1993.555236	-210.1346922	Ependymal		V3	-0.19
1996x-92	1995.586113	-92.40750697	OD Immature 1		PV	-0.19
1997x-231	1997.445912	-231.0859468	Ependymal		V3	-0.19
1998x-196	1997.97993	-196.4723074	Ependymal		V3	-0.19
2004x-122	2004.190895	-122.273354	Ependymal		V3	-0.19
2005x-134	2005.170046	-133.5129931	Ependymal		V3	-0.19
2009x-155	2008.784334	-154.9778779	Ependymal		V3	-0.19
2014x-120	2014.014694	-120.2121145	Ependymal		V3	-0.19
2015x-136	2014.645677	-135.9280314	Ependymal		V3	-0.19
2018x-254	2017.924416	-253.981246	Ependymal		V3	-0.19
2015x-112	2014.622324	-111.6745067	Ependymal		V3	-0.19
2017x-263	2017.422154	-263.4526021	Ependymal		V3	-0.19
2018x-192	2017.65595	-192.1048645	Ependymal		V3	-0.19
2021x-203	2020.88903	-203.3794826	Ependymal		V3	-0.19
2021x-180	2020.826232	-179.5694219	Ependymal		V3	-0.19
2018x-111	2018.322506	-110.6981515	Ependymal		V3	-0.19
2023x-164	2023.490361	-164.3287676	Ependymal		V3	-0.19
2030x-151	2029.50857	-150.9507705	Ependymal		V3	-0.19
2030x-104	2029.803732	-103.5079281	Ependymal		V3	-0.19
2032x-142	2031.850158	-142.4203069	Ependymal		V3	-0.19
2036x-111	2035.597275	-111.2136938	Ependymal		V3	-0.19
2036x-229	2036.297037	-228.8379819	Astrocyte		PV	-0.19
2038x-255	2038.02825	-255.387421	Inhibitory	I-15	PV	-0.19
2039x-117	2038.74507	-117.071676	Ependymal		V3	-0.19
2042x-78	2041.595429	-78.45055817	Ependymal		V3	-0.19
2042x-240	2041.592444	-240.0102892	Inhibitory	I-15	PV	-0.19
2043x-246	2043.338653	-245.9017499	Astrocyte		PV	-0.19
2043x-229	2042.836314	-228.8554034	Inhibitory	I-1	PV	-0.19
2050x-138	2049.632952	-138.0628489	Endothelial 1		PV	-0.19
2052x-144	2051.787138	-144.4222628	Endothelial 1		PV	-0.19
2053x-163	2053.161211	-162.817902	Inhibitory	I-16	PV	-0.19
2051x-182	2050.797508	-181.57094	Inhibitory	I-15	PV	-0.19
2058x-118	2057.780119	-118.3450906	Inhibitory	I-16	PV	-0.19
2064x-127	2063.830335	-126.7929401	Inhibitory	I-15	PV	-0.19
2065x-249	2065.032715	-248.6904864	Inhibitory	I-16	PV	-0.19
2066x-202	2066.138411	-202.0021865	Inhibitory	I-3	PV	-0.19
2066x-156	2066.412089	-155.5005915	Astrocyte		PV	-0.19
2068x-175	2067.631306	-175.4727632	Excitatory	E-18	PV	-0.19
2072x-182	2072.02602	-182.3905343	Endothelial 3		PV	-0.19
2073x-221	2073.266043	-220.7067526	Astrocyte		PV	-0.19
2083x-221	2082.549544	-220.6411089	Inhibitory	I-3	PV	-0.19
2087x-176	2086.743439	-175.6925343	Inhibitory	I-15	PV	-0.19
2087x-117	2087.276427	-117.4225853	Inhibitory	I-15	PV	-0.19
2090x-212	2089.913995	-211.6298464	Inhibitory	I-16	PV	-0.19
2087x-240	2086.781015	-240.3121952	Inhibitory	I-15	PV	-0.19
2090x-254	2089.691352	-253.5704164	Endothelial 1		PV	-0.19
2090x-200	2089.997409	-199.6361459	Inhibitory	I-16	PV	-0.19
2106x-131	2105.892135	-130.5578883	Inhibitory	I-16	MPN	-0.19
2107x-239	2107.22954	-238.5842646	Inhibitory	I-16	MPN	-0.19
2110x-155	2109.591617	-154.8419405	Inhibitory	I-1	MPN	-0.19
2120x-77	2120.179586	-76.68327509	Excitatory	E-1	MPN	-0.19
2122x-230	2122.167102	-230.0853713	Inhibitory	I-15	MPN	-0.19
2125x-92	2125.484279	-91.68605169	Inhibitory	I-16	MPN	-0.19
2136x-230	2136.004606	-229.5550521	Inhibitory	I-14	MPN	-0.19
2022x-84	2021.607866	-84.11709663	Ependymal		V3	-0.19
2033x-121	2033.042115	-120.5090071	Ependymal		V3	-0.19
2035x-130	2035.167897	-130.2166238	Ependymal		V3	-0.19
2089x-203	2088.597523	-202.963709	Inhibitory	I-15	PV	-0.19
2084x-230	2084.062577	-229.9712438	Inhibitory	I-15	PV	-0.19
2095x-139	2094.714086	-139.3239589	Inhibitory	I-3	PV	-0.19
2098x-193	2097.738845	-192.5663942	Microglia		PV	-0.19
2107x-194	2107.393531	-194.1819045	Excitatory	E-8	MPN	-0.19
2128x-213	2127.565801	-213.4676075	Inhibitory	I-13	MPN	-0.19
2129x-184	2128.957165	-183.9291588	Inhibitory	I-14	MPN	-0.19
1953x-105	1953.407746	-104.726401	Inhibitory	I-15	PV	-0.19
1985x-111	1985.472706	-110.8747564	Inhibitory	I-15	PV	-0.19
1997x-187	1996.660463	-186.7745876	Ependymal		V3	-0.19
2002x-154	2001.858239	-154.377218	Ependymal		V3	-0.19
2011x-222	2010.66627	-222.1555272	Ependymal		V3	-0.19
2014x-216	2014.476255	-215.597471	Ependymal		V3	-0.19
2048x-207	2048.122228	-207.3570254	Inhibitory	I-15	PV	-0.19
2048x-200	2047.568078	-199.9680621	Inhibitory	I-15	PV	-0.19
2083x-146	2083.49461	-146.458119	Excitatory	E-19	PV	-0.19
2092x-230	2092.409661	-229.9241919	Inhibitory	I-15	PV	-0.19
2130x-140	2129.670743	-140.4929159	Inhibitory	I-11	MPN	-0.19
2131x-228	2130.501068	-227.6218451	Inhibitory	I-14	MPN	-0.19
2136x-217	2135.633726	-217.1926031	Excitatory	E-7	MPN	-0.19
1973x-101	1973.09559	-100.7433356	Inhibitory	I-15	PV	-0.19
1994x-170	1994.369792	-170.2556625	Ependymal		V3	-0.19
2001x-168	2001.133858	-168.0616797	Ependymal		V3	-0.19
2044x-92	2044.283158	-91.58158351	Excitatory	E-23	V3	-0.19
1962x-222	1962.013194	-222.4760658	Excitatory	E-18	PV	-0.19
1970x-203	1970.189223	-202.8046118	Inhibitory	I-15	PV	-0.19
1971x-197	1970.639009	-196.6007002	Inhibitory	I-15	PV	-0.19
1979x-141	1978.960663	-141.1059497	Excitatory	E-23	PV	-0.19
1991x-198	1990.876284	-198.1227632	Ependymal		V3	-0.19
2072x-86	2072.315636	-86.22621015	Inhibitory	I-15	PV	-0.19
2073x-102	2072.572748	-101.711203	Excitatory	E-23	PV	-0.19
2081x-133	2080.904366	-133.306541	Astrocyte		PV	-0.19
2094x-260	2093.776182	-259.7569035	Inhibitory	I-15	PV	-0.19
1955x-44	1955.319657	-44.34471482	Excitatory	E-12	PV	-0.19
1953x45	1953.051398	44.56433499	Excitatory	E-19	PVH	-0.19
1959x80	1958.883011	80.42948913	Excitatory	E-16	PVH	-0.19
1961x115	1961.426403	114.9682621	Inhibitory	I-34	PVH	-0.19
1964x107	1964.021201	107.1730576	Astrocyte		PVH	-0.19
1973x100	1972.62073	100.3977463	Excitatory	E-19	PVH	-0.19
1975x-29	1975.344171	-29.28255222	OD Immature 1		PV	-0.19
1979x53	1978.931351	52.86907132	Excitatory	E-18	PVH	-0.19
1987x99	1986.960955	98.59682557	Inhibitory	I-15	PV	-0.19
1999x32	1999.487461	32.4463888	Inhibitory	I-15	PV	-0.19
2003x21	2002.543866	21.11316599	Inhibitory	I-15	PV	-0.19
2001x52	2000.828686	51.50491401	Inhibitory	I-16	PV	-0.19
2002x84	2001.631205	83.6527923	Astrocyte		PV	-0.19
2011x-30	2011.331821	-30.00316339	Inhibitory	I-15	PV	-0.19
2025x-3	2024.822591	-3.421347007	Ependymal		V3	-0.19
2028x-43	2027.603932	-42.74082462	Ependymal		V3	-0.19
2027x-56	2027.193125	-56.04207103	Ependymal		V3	-0.19
2029x-50	2028.983038	-50.17557467	Ependymal		V3	-0.19
2027x-33	2027.499741	-32.89228119	Ependymal		V3	-0.19
2027x-16	2026.893223	-15.56009923	Ependymal		V3	-0.19
2031x17	2030.608083	16.56511975	Ependymal		V3	-0.19
2033x63	2032.898046	62.66505832	Ependymal		V3	-0.19
2036x94	2035.80654	93.62071799	Ependymal		V3	-0.19
2032x76	2032.189364	75.78209341	Ependymal		V3	-0.19
2035x101	2034.564152	100.9689222	Ependymal		V3	-0.19
2036x50	2035.857705	50.29971331	Ependymal		V3	-0.19
2039x37	2038.581419	37.29274583	Ependymal		V3	-0.19
2038x8	2038.281198	8.048291798	Ependymal		V3	-0.19
2040x112	2039.707581	112.1722797	Ependymal		V3	-0.19
2043x-56	2042.972415	-55.71326951	Ependymal		V3	-0.19
2044x-42	2043.935807	-42.26794322	Ependymal		V3	-0.19
2050x-6	2049.901149	-6.370176951	Inhibitory	I-15	V3	-0.19
2054x55	2054.330851	54.64322326	Ependymal		V3	-0.19
2055x90	2054.987488	89.50503397	Ependymal		V3	-0.19
2057x78	2056.81106	77.98249845	Ependymal		V3	-0.19
2060x-50	2059.808126	-50.11283545	Astrocyte		PV	-0.19
2058x68	2057.831017	68.33895972	Ependymal		V3	-0.19
2070x10	2070.137935	9.64176376	Inhibitory	I-15	PV	-0.19
2077x31	2076.769599	30.55933187	Excitatory	E-23	PV	-0.19
2073x-39	2072.943201	-39.07701418	Inhibitory	I-16	PV	-0.19
2083x-41	2082.865748	-40.85881704	Inhibitory	I-15	PV	-0.19
2086x94	2085.575174	93.68046615	Excitatory	E-23	PV	-0.19
2090x61	2089.653526	61.20449575	Inhibitory	I-15	PV	-0.19
2092x-57	2092.227731	-57.10847241	Excitatory	E-19	MPN	-0.19
2091x53	2091.347394	53.1437967	Inhibitory	I-11	PV	-0.19
2097x92	2096.546435	91.68848939	Inhibitory	I-16	PV	-0.19
2098x106	2097.806473	105.703475	Inhibitory	I-15	PV	-0.19
2099x-22	2099.152732	-21.73973652	Inhibitory	I-16	PVH	-0.19
2102x120	2102.277073	119.9805021	Inhibitory	I-15	PV	-0.19
2102x-3	2101.506132	-2.537253511	Excitatory	E-23	PVH	-0.19
2106x-25	2106.330439	-24.79728204	Astrocyte		PVH	-0.19
2106x12	2106.114269	11.98908923	OD Mature 2		PVH	-0.19
2107x-35	2107.056127	-35.29185168	Inhibitory	I-3	PVH	-0.19
2111x31	2110.557182	30.87538935	Astrocyte		PVH	-0.19
2112x-29	2112.19786	-29.16578127	Inhibitory	I-3	PVH	-0.19
2116x-5	2115.560357	-5.288174767	Inhibitory	I-15	PVH	-0.19
2121x57	2121.280366	57.27249994	Inhibitory	I-1	PVH	-0.19
2124x-50	2123.946474	-49.52353942	Astrocyte		PVH	-0.19
2133x-65	2132.693447	-64.54324837	Inhibitory	I-3	PVH	-0.19
2134x-55	2133.854209	-55.29508252	Excitatory	E-16	PVH	-0.19
1959x32	1958.821903	32.09368938	Excitatory	E-19	PVH	-0.19
1981x28	1981.383468	28.25165815	Microglia		PVH	-0.19
1989x-39	1989.481513	-38.7146408	Inhibitory	I-15	PV	-0.19
2072x-25	2071.617142	-24.61481134	Inhibitory	I-15	PV	-0.19
2077x-4	2076.599721	-3.815075759	Inhibitory	I-21	PV	-0.19
2121x7	2120.611398	6.900680998	Inhibitory	I-15	PVH	-0.19
2121x42	2121.437834	42.42608913	Excitatory	E-22	PVH	-0.19
2125x-41	2124.864282	-41.23995457	Excitatory	E-7	PVH	-0.19
2128x13	2127.654224	12.64310223	Inhibitory	I-16	PVH	-0.19
1967x-53	1966.64456	-53.36099939	Excitatory	E-23	PV	-0.19
1970x-63	1969.687499	-63.36597231	Excitatory	E-23	PV	-0.19
2009x-53	2009.301176	-53.29728971	Astrocyte		PV	-0.19
2013x56	2013.040718	56.33000642	Astrocyte		PV	-0.19
2044x-26	2044.318505	-25.64663453	Ependymal		V3	-0.19
1995x70	1995.195973	70.21214851	Excitatory	E-23	PV	-0.19
2029x-21	2029.1719	-21.30501278	Ependymal		V3	-0.19
2054x100	2054.497008	99.98184224	Ependymal		V3	-0.19
2058x107	2057.596258	106.6396961	Ependymal		V3	-0.19
1983x-24	1983.100845	-23.70386412	Inhibitory	I-15	PV	-0.19
1994x-56	1994.499704	-56.00035684	Inhibitory	I-15	PV	-0.19
2115x-57	2114.772175	-57.01798332	Excitatory	E-16	MPN	-0.19
2127x-5	2127.282182	-5.309467678	Astrocyte		PVH	-0.19
1953x294	1952.687697	293.9317072	Inhibitory	I-16	PVH	-0.19
1953x167	1953.262679	166.6898965	Inhibitory	I-15	PVH	-0.19
1952x138	1951.669104	137.8222408	Excitatory	E-19	PVH	-0.19
1960x161	1960.059598	160.7374249	Inhibitory	I-14	PVH	-0.19
1963x182	1962.76452	182.0292592	Microglia		PVH	-0.19
1965x234	1964.859667	233.7050108	Inhibitory	I-7	PVH	-0.19
1965x152	1965.177759	152.0675187	OD Immature 1		PVH	-0.19
1973x212	1972.574169	212.1798579	Astrocyte		PVH	-0.19
1974x268	1974.003876	268.462015	Inhibitory	I-10	PVH	-0.19
1982x289	1982.168123	288.8519994	Excitatory	E-23	PVH	-0.19
1985x176	1984.813637	175.9812101	Inhibitory	I-16	PVH	-0.19
1984x135	1984.193151	134.7913996	Inhibitory	I-15	PV	-0.19
1985x153	1985.363559	153.4464057	Astrocyte		PVH	-0.19
1995x196	1994.738226	195.5703752	Inhibitory	I-3	PVH	-0.19
2001x296	2000.875377	295.5438259	Inhibitory	I-1	PVH	-0.19
2014x309	2014.316627	308.614788	Microglia		PVH	-0.19
2018x153	2017.714679	153.3204378	Astrocyte		PVH	-0.19
2018x243	2018.232132	242.5088312	Astrocyte		PVH	-0.19
2036x168	2035.72705	168.1832623	Ependymal		V3	-0.19
2040x149	2040.003441	149.0781695	Ependymal		V3	-0.19
2042x171	2042.494922	170.8482487	Ependymal		V3	-0.19
2043x225	2042.82501	224.8236306	Ependymal		V3	-0.19
2049x243	2048.674058	242.7287585	Ependymal		V3	-0.19
2049x250	2048.870909	249.6895111	Ependymal		V3	-0.19
2053x258	2052.908055	257.5459874	Ependymal		V3	-0.19
2058x182	2058.410136	182.2933677	Ependymal		V3	-0.19
2056x275	2056.17186	275.3222847	Ependymal		V3	-0.19
2059x194	2058.575078	193.9499452	Ependymal		V3	-0.19
2059x139	2058.942382	139.2048854	Ependymal		V3	-0.19
2057x134	2056.979588	134.1399353	Ependymal		V3	-0.19
2060x219	2059.566794	218.5870049	Ependymal		V3	-0.19
2059x298	2059.187221	298.2819974	Ependymal		V3	-0.19
2062x206	2061.707607	205.5721578	Ependymal		V3	-0.19
2067x267	2067.04516	267.0413827	Ependymal		V3	-0.19
2072x275	2072.052864	274.5155655	Ependymal		V3	-0.19
2079x289	2079.37766	288.7512971	Ependymal		V3	-0.19
2107x188	2107.303436	188.2384536	Excitatory	E-2	PVH	-0.19
2108x228	2107.603357	228.1217962	Inhibitory	I-16	PVH	-0.19
2112x248	2111.845059	247.87764	Inhibitory	I-2	PVH	-0.19
2112x155	2111.795095	154.8535773	Excitatory	E-23	PV	-0.19
2114x259	2113.56461	258.5329303	Inhibitory	I-1	PVH	-0.19
2116x201	2116.425733	201.3844194	Inhibitory	I-15	PVH	-0.19
2124x311	2123.827717	311.302255	Astrocyte		PVH	-0.19
2134x314	2134.193986	314.0552228	Excitatory	E-2	PVH	-0.19
2136x191	2135.782497	191.1292233	Inhibitory	I-15	PVH	-0.19
1992x153	1991.726071	152.630432	Inhibitory	I-16	PVH	-0.19
2040x193	2039.589898	192.5278628	Ependymal		V3	-0.19
2056x169	2055.711787	168.8817748	Ependymal		V3	-0.19
2061x164	2061.080018	164.1577245	Ependymal		V3	-0.19
2080x306	2080.158507	305.8032995	Ependymal		V3	-0.19
2099x212	2099.32995	212.1484286	Astrocyte		PVH	-0.19
1968x217	1967.509626	216.5210767	Endothelial 1		PVH	-0.19
1990x252	1990.309722	251.8248178	Excitatory	E-23	PVH	-0.19
1996x231	1996.28388	231.1285184	Endothelial 1		PVH	-0.19
2052x306	2051.691696	306.3073024	Ependymal		V3	-0.19
2058x305	2057.692927	305.1645764	Ependymal		V3	-0.19
2078x188	2077.848425	188.3196314	Inhibitory	I-25	PVH	-0.19
2079x207	2079.264157	206.9979083	Astrocyte		PVH	-0.19
2101x156	2100.673601	155.754072	Inhibitory	I-7	PV	-0.19
1971x195	1971.021387	194.7168743	Excitatory	E-23	PVH	-0.19
1978x191	1977.754566	191.4664845	Excitatory	E-23	PVH	-0.19
2011x170	2010.964649	169.5131186	Astrocyte		PVH	-0.19
2056x267	2055.626744	266.9488726	Ependymal		V3	-0.19
2068x245	2067.817274	245.2890971	Ependymal		V3	-0.19
1954x267	1954.064466	267.081904	Astrocyte		PVH	-0.19
1957x178	1957.170833	178.407993	Astrocyte		PVH	-0.19
1961x266	1961.036085	266.1725374	Inhibitory	I-2	PVH	-0.19
1974x234	1974.058938	233.6565931	Excitatory	E-29	PVH	-0.19
1974x312	1974.469719	312.4613131	Inhibitory	I-11	PVH	-0.19
1975x258	1974.93364	258.4485723	Inhibitory	I-3	PVH	-0.19
2055x176	2055.4	175.5007916	Ependymal		V3	-0.19
2131x304	2130.884155	303.9623298	Endothelial 1		PVH	-0.19
1953x365	1952.961681	364.6527854	Astrocyte		PVH	-0.19
1953x390	1953.074095	390.326944	Excitatory	E-11	PVH	-0.19
1954x438	1953.917871	437.7428693	Excitatory	E-22	PVH	-0.19
1966x502	1966.430903	501.530112	Astrocyte		PVH	-0.19
1969x477	1968.57196	477.1760012	Excitatory	E-23	PVH	-0.19
1971x403	1970.888744	403.480594	Excitatory	E-23	PVH	-0.19
1974x418	1974.157585	418.1938156	Inhibitory	I-3	PVH	-0.19
1977x376	1976.676571	376.4751729	Inhibitory	I-16	PVH	-0.19
1982x452	1981.822891	451.9346324	Endothelial 1		PVH	-0.19
1994x392	1993.908327	391.7997385	Inhibitory	I-14	PVH	-0.19
1995x342	1995.022171	341.8843238	Inhibitory	I-16	PVH	-0.19
1997x467	1996.961087	467.3151534	OD Immature 1		PVH	-0.19
1996x462	1995.585499	462.0435606	Excitatory	E-11	PVH	-0.19
